nom,comment,pays,niveau,cout
Ragoût de boeuf aux carottes et purée aux herbes,"Très bonne recette, pour les herbes, pas la peine de les sécher, mixez-les et ajoutez-les en même temps que le beurre. C'est parfait ainsi !",autriche,Facile,3.33
Ragoût de boeuf aux carottes et purée aux herbes,"J'adore cette recette que je servais telle sans purée, cela fait un petit plus et merci.",autriche,Facile,3.33
Ragoût de boeuf aux carottes et purée aux herbes,Peut-on mettre de l'eau ou bouillon ou autre chose que du vin blanc dans cette recette ? Merci.,autriche,Facile,3.33
Ragoût de boeuf aux carottes et purée aux herbes,Et les herbes on en fait quoi ?,autriche,Facile,3.33
Ragoût de boeuf aux carottes et purée aux herbes,"Cela me rappelle la recette de ma maman, qu'elle réussissait si bien.Quant à mon papa, il n'était pas friand, s'il y avait la moindre pomme de terre !
J'ai essayé de faire aussi bien mais...",autriche,Facile,3.33
Ragoût de boeuf aux carottes et purée aux herbes,"Recette classique, mais j'aime bien la purée aux herbes !! Pas comme dans la recette, ça a été oublié ! Mais bref, personne n'est parfait !",autriche,Facile,3.33
Ragoût de boeuf aux carottes et purée aux herbes,Que fait-on avec les herbes ? Comment et quand les mélange-t-on ?,autriche,Facile,3.33
Ragoût de boeuf aux carottes et purée aux herbes,"Vous dites lavez et séchez les herhes, et après à quel moment doit-on les incorporer à la recette ? Merci pour votre réponse.",autriche,Facile,3.33
Ragoût de boeuf aux carottes et purée aux herbes,Bien meilleur avec du vin rouge !,autriche,Facile,3.33
Ragoût de boeuf aux carottes et purée aux herbes,"Cette recette, je la cherchais depuis longtemps... tout arrive ! Par contre, je voudrais la faire à la cocotte minute. Il faut donc réduire le temps de cuisson = combien pour la viande SVP (gain de temps et préservation des nutriments et saveurs) ? ",autriche,Facile,3.33
Ragoût de boeuf carottes,Nous sommes heureux de vous annoncer que cette recette a été améliorée pour votre plus grand bonheur! Merci pour ces commentaires constructifs qui font avancer la qualité du contenu que nous diffusons sur CuisineAZ. L’équipe a hâte de découvrir tous vos nouveaux commentaires!,autriche,Facile,3.73
Ragoût de boeuf carottes,"j'ai cuisiné cette recette. En effet, le vin n'est pas indiqué,je l'ai mis après le pomme de terre, du vin rouge donc (viande rouge , vin rouge) 1/2 litre .j'ai laissé reprendre l'ébullition et ensuite complété avec de l'eau.  Ajouté un cube bouillon de boeuf, de la sauge du thym . Cuisson ensuite 2h30 petit feu sans couvrir. et bien recette excellente !!!!! viande très tendre, sauce goûteuse. A refaire car recette simple sans chichi et pas trop onéreuse.",autriche,Facile,3.73
Ragoût de boeuf carottes,dans la recette il est mentionné d'ajouter le vin mais il ne figure pas dans les ingrédients vin blanc ou vin rouge et combien ?,autriche,Facile,3.73
Ragoût de boeuf carottes,vous dites d'incorporer le vin dans cette recette mais nulle part dans les ingrédients vous ne parlez de vin. Vin rouge ou blanc ?,autriche,Facile,3.73
Ragoût de boeuf carottes,le bœuf peut aussi être remplacé par du poulet,autriche,Facile,3.73
Ragoût de boeuf carottes,La sauce est rouge aussi...,autriche,Facile,3.73
Ragoût de boeuf carottes,la photo ne correspond pas !!!!! il y a des petits pois .,autriche,Facile,3.73
Salade de pommes de terre tiède,"votre publicité énervent, elle empiète sur la présentation de la recette, allez vous faire voir, je ne regarde plus vos recettes. Et en plus imprimer celles-ci pas intéressant du tout.",autriche,Facile,0.85
Strudel au pavot ,Ce n'est pas PAS un strudel mais un roulé au pavot ! Le strudel se fait avec une pâte fine transparente !!,autriche,Intermédiaire,0.78
"Strudel aux pommes, amandes et raisins arôme cannelle",Meilleur avec la pâte filo.,autriche,Facile,0.99
Tafelspitz,"j ai passer 1 semaines dans la region de Vienne la recette n a rien  a voir avec celle que j ai manger (3)fois .et ou et la sauce au refort ?.faite a base de pain dur ,de raifort ,et de bouillon de boeuf .
saler a mie cuisson ,
et la viande on la plonge dans l eau froite ,cuisson 3 a 4 h ",autriche,Facile,4.12
Tafelspitz,"Pour avoir vécu un an en autriche, je peux vous dire que votre recette de tafelspitz est bien decevante! Le tafelspitz se sert effectivement avec des pommes sautées, mais préalablement rapées, des épinards parfumés à l'ail, et un condiment bien particulier sans lequel le plat n'a aucun interet : l'apfelkren (une compote de pommes parfumée au raifort et au vinaigre, un délice !) Il peut également etre servi avec une mayonnaise relevée de ciboulette... (schnittlauchsauce)",autriche,Facile,4.12
Tarte autrichienne,"Les proportions pour la pâte ne semblent pas justes. J'ai été obligé de rajouter de l'eau et du beurre pour permettre à la pâte de tenir, avant cela elle s'effritait. Il serait aussi préférable de la faire refroidir au frigidaire avant de l'abaisser.
",autriche,Facile,1.87
Wiener strudel,Effectivement les quantités sont énormes. Même 50 cl de crème fraîche !!!!!!,autriche,Facile,1.52
Wiener strudel,"10 tranches de jambon et 1kg de champignons pour 4 personnes...c'est pas un peu  énorme ? On voit beaucoup de vert sur la photo, c'est quoi ? Ca ne semble pas correspondre à la recette...!",autriche,Facile,1.52
Blanc de poulet au chicon et au philadelphia,J’ai rajouté du fromage bleu dans la recette. Nous en avons presque raclé le plat ??,belgique,Facile,2.74
Blanc de poulet au chicon et au philadelphia,"Excellent, merci pour cette recette ! Pour ma part j'ai ajouté 1 c à soupe de moutarde avec le philadelphia… Merveilleux",belgique,Facile,2.74
Blanc de poulet au chicon et au philadelphia,"Je l'ai faite ce jour. Délicieux. Au lieu de mettre les chicons en feuilles, je les ai coupées façon julienne.",belgique,Facile,2.74
Blanc de poulet au chicon et au philadelphia,"Je répond à votre question car c'est  moi qui ai mis cette recette : en effet, j'utilise un petit pot de 150 g de philadelphia, c'est un fromage que l'on peut trouver dans n'importe quelle grande surface.",belgique,Facile,2.74
Blanc de poulet au chicon et au philadelphia,"Le Philadelphia est un fromage type vache-qui-rit ou kiri. La recette ne précise pas quelle quantite utiliser... Je n'ai pas fait la recette, mais j'imagine qu'une petite boîte (environ 150 g) devrait faire l'affaire.",belgique,Facile,2.74
Blanc de poulet au chicon et au philadelphia,Pouvez-vous me dire ce qu'est le philadelphia ?,belgique,Facile,2.74
Carbonade Belge,"Simple et efficace....moi , ne sachant pas quel épices j'ai utilisé 7 épices....le resultat",belgique,Difficile,3.6
Carbonade flamande en 30 min,Une carbonade flamande mijote en moyenne 3 heures (le mieux sur 2 jours) pas 30 minutes.,belgique,Facile,3.6
Carbonade flamande en 30 min,Franchement je suis déçu j'ai mis le plat au micro ondes 25 secondes et c'est toujours froid je vais plutôt rester sur mes pizzas sodebo y a que sa de bon.,belgique,Facile,3.6
Carbonade flamande en 30 min,"Une très bonne recette, bien chaude comme j'aime ! J'ai connu des mauvaises recettes dans mon passer, mais alors là chapeau, vous avez mit le pompon ! 
Cette recette c'est la réussite directement !
Bisous Sylvie, prend soins de toi !

Philippe.Etchebaise",belgique,Facile,3.6
Carbonade flamande en 30 min,plein de fautes d'ortographe et une fin de message grossière... vraiment pas utile,belgique,Facile,3.6
Carbonade flamande en 30 min,"Bonjour , primo la viande n'est pas cuite  en 30 mn , les ingrédients y sont tous ou presque   sauf des intrus : les carottes , la farine , pas dans l'ordre la vergeoise vient avant le vinaigre et en suite la bière qui est blonde et de garde ou de brasserie artisanale 6° le pain sec à la place de pain d'épice toujours à la moutarde la viande revenue sur toute les faces sont ajoutées puis la cuisson 3 h dans un plat en fonte à feu doux , (le cuiseur peut réduire de moitié le temps ) toujours meilleure réchauffée le  lendemain , bon appétit ",belgique,Facile,3.6
Carbonade flamande en 30 min,"Il n'y a pas de carottes en général mais très bonne recette.Je mets des tartines à la moutarde à la place du pain d'épices 
Et migoter au four 2 heures à 150 degrés max",belgique,Facile,3.6
Carbonade flamande en 30 min,"Bonne recette mais 1h de cuisson ne suffit pas , il faut entre 2h et 2h30 minimum pour que cela soit savoureux...",belgique,Facile,3.6
Carbonade flamande en 30 min,"Délicieuse, ne pas hésiter a la laisser mijoter longtemps... Encore meilleure le lendemain ",belgique,Facile,3.6
Carbonade (ou carbonnade) flamande,"Cette recette est juste incroyable ! J'en ai déjà essayé d'autres, mais celle-ci a vraiment un goût unique. J'ai adoré la combinaison viande-bière et les épices. La texture fondante de la viande est à tomber par terre. Merci pour ce partage !",belgique,Facile,3.95
Carbonade (ou carbonnade) flamande,"Recette super facile à suivre, un résultat délicieux qui a plu à toute ma famille. La viande était fondante, la sauce bien épicée et on sentait bien la bière. J'ai suivi les ingrédients à la lettre et je n'ai pas été déçu. Je recommande vivement cette recette pour un repas convivial. Merci !",belgique,Facile,3.95
Carbonade (ou carbonnade) flamande,"Super recette de plat mijoté à la bière, j'ai adoré les saveurs de la moutarde et du pain d'épices qui se marient parfaitement avec la viande. La sauce est divine et je vais certainement refaire cette recette pour mes prochains dîners familiaux. Merci pour le partage !",belgique,Facile,3.95
Carbonade (ou carbonnade) flamande,J'ai essayé cette recette pour la première fois et c'était incroyablement savoureux et réconfortant ! Tout le monde à la maison a adoré. Le goût de la bière et du pain d'épices ont ajouté une touche unique à la viande. J'ai déjà hâte de la refaire !,belgique,Facile,3.95
Carbonade (ou carbonnade) flamande,"Bonjour , j'aime cette recette elle est révisée serte comme la mienne  l'huile d'olive par ex ( à l'origine c'était du saindoux)  puis je crois que les lardons ne sont pas de tradition le pain d'épice non plus mais ce devient coutume de l'y retrouver pour finir j'ajouterai 2 clous de girofle et quelque baies de genièvre ,la bière est là la Jenlain ambrée c'est pas mal , une blonde bien aussi mais de garde  merci pour cette recette ",belgique,Facile,3.95
Chicons à la béchamel,"Je suis belge et je pratique cette recette depuis des décennies. Mais je ne cuis pas les chicons à l'eau. J'enlève le coeur amer et je les braise très doucement et très longtemps jusqu'au moment ou un couteau de service puisse les traverser sans résistance. Dans une casserole avec du beurre clarifié et une pointe de sucre ou de miel ou de cassonade... On continue alors la recette telle qu'expliquée. Mes feuilles extérieures sont un peu brunies/caramélisée et ça ajoute quelque chose à cette recette très gouteuse et économique. Je la sers accompagnée d'une purée de pommes de terre maison au beurre et à la crème épaisse bien relevée. Et est il utile de le préciser, avec une bière blonde de chez nous bien fraîche. Jacques.",belgique,Facile,1.72
Chicons à la béchamel,"Très boon! J'suis une ados, et j'ai réussi! Deux parts chacuns (pour toute la famille) ; ça suffit pour être calé ! Parcontre, j'ai fait chauffer les endives (moyenne) 15 minutes, et ce n'était pas assez. Je pense qu'il faudrait 25 minutes pour un résultat parfait.        Dans l'eau bouillante, en plus du jus de citron, j'ai rajouter du sucre (de stévià pour ma part).  ",belgique,Facile,1.72
Chicons à la béchamel,"Facile, vite fait et trs bon !",belgique,Facile,1.72
Chicons à la béchamel,Très bon mais prendre des petites endives pour cette recette car 10 min de cuisson ne suffisent pas!,belgique,Facile,1.72
Chocolat liégeois,j'adore étonné mes invités!,belgique,Facile,1.51
Chocolat liégeois,Très bonne recette !! J'adore ! Miam !! :),belgique,Facile,1.51
Chocolat liégeois,peut-on remplacer le chocolat 70% par du chocolat a patisserie normal merci,belgique,Facile,1.51
Chocolat liégeois,"J'avoue que nous sommes habitués aux liégeois du commerce, et bien que les résultat est bon, il manquait tout de même quelque chose...Attention à la crème que vous utilisez, car elle ne monte pas forcément en chantilly!",belgique,Facile,1.51
Chocolat liégeois,exellant,belgique,Facile,1.51
Chocolat liégeois,moi aussi cela me donne envie,belgique,Facile,1.51
Chocolat liégeois,il est un plat tres dilicieu,belgique,Facile,1.51
Chocolat liégeois,ses tres delicieux!!!!!!,belgique,Facile,1.51
Chocolat liégeois,Miam ! Cela a l'air délicieux ! Je vais tout de suite courir à la cuisine pour faire cette recette ! Merci. :-),belgique,Facile,1.51
Chocolat liégeois,"Miam !Cela &#224; l'air d&#233;licieux !
Je vais tout de suite courir &#224; la cuisine pour faire cette recette !
Merci. :-)",belgique,Facile,1.51
Chocolat liégeois,Voici un dessert hyper bon et facile à faire ! c'est du mont blanc maison avec sa crème chantilly : excellentissime !,belgique,Facile,1.51
Chocolat liégeois,Voici un dessert hyper bon et facile &#224; faire ! c'est du &quot;mont blanc&quot; maison avec sa cr&#232;me chantilly : excellentissime !,belgique,Facile,1.51
Chocolat liégeois,"tres bon gout, mais consitance trop liquide",belgique,Facile,1.51
Chocolat liégeois,Tr&#232;s bon mais un peu long.,belgique,Facile,1.51
Chocolat liégeois,Quel régal !,belgique,Facile,1.51
Chocolat liégeois,c un delice merci,belgique,Facile,1.51
Chocolat liégeois,Tres tres bien,belgique,Facile,1.51
Chocolat liégeois,mmm!,belgique,Facile,1.51
Chocolat liégeois,très bon et facile à faire et économique,belgique,Facile,1.51
Chocolat liégeois,"Facile et délicieux! Therezinha, Brasil",belgique,Facile,1.51
