"nom","niveau","comment","pays","comment_en"
"Pain de viande  simplissime","Facile","
        ma préparation ne se mixe pas dans le robot,ça bloque...que faire ?
avez-vous une astuce ? merci
    ","autriche","my preparation does not mix in the robot, it is blocked... what should I do? do you have a tip? THANKS"
"Pain de viande  simplissime","Facile","
        Bjr,
Je n'ai jamais utilisé que mes mains pour émincer les ingrédients et tout pétrire.
Comme le pain vous donné une légèreté à la préparation

    ","autriche","Hello, I only ever used my hands to chop the ingredients and knead everything. Like bread gives you a lightness to the preparation"
"Pain de viande  simplissime","Facile","
        chez nous en Algérie , trés précisemment à Oran , on l'appele ( Menguina ) !!! Seulement la recette est différente !! On mets de la viande hachée + 1 gros oignon hachée + mie de tremper qu'on fait tremper dans de l'eau et qu'on essore bien -sûr au moment de l'emploi + persil + sel , poivre , un peu de noix de muscade râpée , on ramasse tout ça avec 2 ou bien 3 oeufs , selon la quantité de la viande hâchée , ensuite on prend un moule à cake beurrer , on met la préparation , mettre de l'huile dessus et piquer là avec un couteau pour que l'huile ça s'imprégne bien . On met à cuire au four , une fois la viande hachée cuite , on allume le grilloir  pour la faire dorer dessus , ça se mange chaude , coupé en tranches sur un lit de salade verte comme ça se mange froide , seulement il faut couvrir le cake de viande hâchée de papier d'aluminium si vous partez en pique - nique . Il ne me reste plus qu'à vous souhaiter une bonne appétit . Faiza d'Oran ( Algérie ) .
    ","autriche","back home in Algeria, very precisely in Oran, we call it (Menguina)!!! Only the recipe is different!! We put minced meat + 1 large chopped onion + soaking crumbs which we soak in water and which we drain of course at the time of use + parsley + salt, pepper, a little nuts grated nutmeg, we collect all this with 2 or 3 eggs, depending on the quantity of minced meat, then we take a buttered cake mold, we put the preparation, put oil on it and prick it with a knife to the oil soaks in well. We put it in the oven, once the minced meat is cooked, we turn on the grill to brown it on top, it is eaten hot, cut into slices on a bed of green salad as it is eaten cold, only you have to cover the cake of ground meat in aluminum foil if you are going on a picnic. All that remains is for me to wish you a good appetite. Faiza from Oran (Algeria)."
"Pain de viande  simplissime","Facile","
        C'est un peu juste pour 4 personnes. 500 gr. de boeuf haché, c'est mieux et s'il en reste, froid c'est très bon. Moi, je rajoute une cuillerées à café de ras-el-hanout dans la préparation.
    ","autriche","It's a little tight for 4 people. 500 gr. ground beef is better and if there is any left, cold is very good. I add a teaspoon of ras-el-hanout to the preparation."
"Pain de viande  simplissime","Facile","
        Recette suculante et très facile à faire, pas cher du tout ; rapide.
L""accompagner d'une bonne salade frisée croquante garnie de petites tomates cerises ( rouges ou jaune ou oranges ou les 3 pour donner de la couleur)  avec quelques dés de gruyére (facultatifs);. J'ai ajouté un filet de vinaigre balsamique sur  les crudités, ce qui relève les parfums de viandes et crudités.
C'EST UN DELICE ET VOUS AVEZ UN PLAT COMPLET TRES SAVOUREU X ET
APPRECIE DE TOUS.  BON  APPETIT.  
BOISSON CONSEILLEE : UN ROUGE COTE DU RHONE VIEILLE VIGNE DE
2O11 Médaillé d'OR en 2O11;
Attention = l'abus d'alcool nuit gravement à la santé. Boire avec modérations

ESSAYEZ ET VOUS M'EN DIREZ DES NOUVELLES. MERCI

J'attends vos commentaires. MERCI.

    ","autriche","Delicious recipe and very easy to make, not expensive at all; fast. Accompany it with a good crunchy frisée salad garnished with small cherry tomatoes (red or yellow or orange or all 3 to give color) with a few diced Gruyere cheese (optional). I added a drizzle of balsamic vinegar on raw vegetables, which enhance the flavors of meat and raw vegetables. IT'S A DELIGHT AND YOU HAVE A COMPLETE DISH VERY TASTY APPRECIATE BY EVERYONE. ENJOY YOUR FOOD. RECOMMENDED DRINK: A COTE DU RHONE OLD VIGNE RED 2O11 GOLD medalist in 2O11; Warning = alcohol abuse seriously harms your health. Drink in moderation  TRY AND TELL ME NEWS. THANK YOU  I am waiting for your comments. THANK YOU."
"Pain de viande  simplissime","Facile","
           A  Annie : DU 5 JUILLET 2O13

J'AII AJOUTE AU PATE 2 GROSSES D'AIL ECRASEES
CELA RELEVE LES AROMES DE LA VIANDE
(AIL facultatif pour ceux qui n'aime pas)

A  BIENTOT  Annie.

CONTACTER-MOI. merci
    ","autriche","To Annie: FROM JULY 5, 2O13  I ADDED 2 CRUSHED GARLIC TO THE PASTE THIS ENHANCES THE AROMAS OF THE MEAT (optional GARLIC for those who don't like it)  SEE YOU SOON Annie.  CONTACT ME. THANKS"
"Pain de viande  simplissime","Facile","
        Vous le mangez froid ou chaud?
    ","autriche","Do you eat it cold or hot?"
"Pain de viande  simplissime","Facile","
        Il ne manquerait un oeuf a votre recette?
    ","autriche","Is your recipe missing an egg?"
"Pain de viande  simplissime","Facile","
        l'oeuf y est
    ","autriche","the egg is there"
"Pain de viande  simplissime","Facile","
        peut on le manger froid ? s'il vous plait , merci 
    ","autriche","can we eat it cold? please thank you"
"Pain de viande  simplissime","Facile","
        
Ré&ponse à Annie du 5.07.2013 

Vous avez raison, j'ai aussi ajouter un oeuf supplémentaire
    ","autriche","Response to Annie from 5.07.2013  You are right, I also added an extra egg"
"Pain de viande  simplissime","Facile","
        Réponse à Annie su 05.07.2013OUI, bien sûr vous pouvez le manger froid avec de la salade garnie et aromatisée. Ce pâté se tient très bien comme un paté en croute normale que l'on mange froid. Sauf que notre  garniture est mailleure et vous savez de quoi votre paté est fait, et avec quel ingrédients !
Moi, d'une fois sur l'autre, j'iautre. je rajouterais peut-etre un petit peu de vin blanc moëlleux et une pincée de noix de muscade..
Inover aussi et vous serez surprise de vos résultats.

La cuisine est comparable a savoir faire du vélo, une fois que vous avez les bases et des idées, vous vous perfectionnez toujours d'une fois sur l'autre.

Moi, j'aime cuisiner les plats faciles, que j'améliore toujours d'une fois sur l'autre.
UNE IDEE ME  VIENT = JE VAIS ESSAYER AVEC D'""AUTRES VIANDES
comme l'agneau, le canard, le porc ou une farce de hachis-parmentier.
Essayons. Nous verrons bien. A NOUS D'INNOVER et je parie que le résultat
sera surprenant.  Allons-Y. Bonsoir Annie.
J'ATTENDS VOTRE REPONSE-COMMENTAIRE...  Françoise.
    ","autriche","Response to Annie su 05.07.2013YES, of course you can eat it cold with garnished and flavored salad. This pâté holds up very well like a normal crusted pâté that you eat cold. Except that our filling is meshy and you know what your pâté is made from, and with what ingredients! Me, from one time to the next, I'm different. I would perhaps add a little bit of sweet white wine and a pinch of nutmeg.. Innovate too and you will be surprised by your results.  Cooking is like knowing how to ride a bike, once you have the basics and ideas, you always improve from one time to the next.  I like to cook easy dishes, which I always improve from time to time. AN IDEA COMES TO ME = I'M GOING TO TRY WITH ""OTHER MEAT"" such as lamb, duck, pork or a shepherd's pie stuffing. Let's try. We will see. UP TO US TO INNOVATE and I bet the result will be surprising. Let's go. Good evening Annie. I'M WAITING FOR YOUR RESPONSE-COMMENT... Françoise."
"Pain de viande  simplissime","Facile","
        Je vais essayer, j'en avais fait un un jour avec du veau.
Oui je pense que l'on peut remplacer par un peu de jus de tomate maison le ketchup ce n'en sera que meilleur !!!
    ","autriche","I'm going to try, I made one one day with veal. Yes I think we can replace the ketchup with a little homemade tomato juice, it will be even better!!!"
"Pain de viande  simplissime","Facile","
        svp 
peut-on remplacer le ketchup par un coulis de tomates?
    ","autriche","please can we replace the ketchup with tomato coulis?"
"Pain de viande  simplissime","Facile","
        je vous remercie pour la recette
    ","autriche","thank you for the recipe"
"Pain de viande  simplissime","Facile","
        excellent plat même si le ketchup est d'ailleurs
    ","autriche","excellent dish even if the ketchup is elsewhere"
"Pain de viande  simplissime","Facile","
        Trés bon, mais le ketchup n'est pas algérien... A la place, de la harissa serait meilleure...
    ","autriche","Very good, but the ketchup is not Algerian... Instead, harissa would be better..."
"Pain de viande  simplissime","Facile","
        cette recette n'est pas algérienne, mais américaine : meatloaf, très connue, là-bas.
    ","autriche","This recipe is not Algerian, but American: meatloaf, very well known there."
